AnimalID,SireID,DamID,SexID,Year,Breed,FamilyID
MRTZD15B000F001,0,0,female,2015,T1,NA
MRTZD15B000F002,0,0,female,2015,T1,NA
MRTZD15B000F003,0,0,female,2015,T1,NA
MRTZD15B000F004,0,0,female,2015,T1,NA
MRTZD15B000F005,0,0,female,2015,T1,NA
MRTZD15B000F006,0,0,female,2015,T1,NA
MRTZD15B000F007,0,0,female,2015,T1,NA
MRTZD15B000F008,0,0,female,2015,T1,NA
MRTZD15B000F010,0,0,female,2015,T1,NA
MRTZD15B000M001,0,0,male,2015,T1,NA
MRTZD15B000M002,0,0,male,2015,T1,NA
MRTZD15B000M003,0,0,male,2015,T1,NA
MRTZD15B000M004,0,0,male,2015,T1,NA
MRTZD15B000M005,0,0,male,2015,T1,NA
MRTZD15B000M006,0,0,male,2015,T1,NA
MRTZD15B000M007,0,0,male,2015,T1,NA
MRTZD15B000M008,0,0,male,2015,T1,NA
MRTZD15B000M010,0,0,male,2015,T1,NA
MRYGY15B000F001,0,0,female,2015,DP,NA
MRYGY15B000F003,0,0,female,2015,MP,NA
MRYGY15B000F004,0,0,female,2015,MP,NA
MRYGY15B000F005,0,0,female,2015,DP,NA
MRYGY15B000F006,0,0,female,2015,MN,NA
MRYGY15B000F009,0,0,female,2015,MP,NA
MRYGY15B000F011,0,0,female,2015,DP,NA
MRYGY15B000F013,0,0,female,2015,DP,NA
MRYGY15B000F016,0,0,female,2015,DP,NA
MRYGY15B000F017,0,0,female,2015,MP,NA
MRYGY15B000F019,0,0,female,2015,MP,NA
MRYGY15B000F020,0,0,female,2015,DP,NA
MRYGY15B000F023,0,0,female,2015,MP,NA
MRYGY15B000F026,0,0,female,2015,DP,NA
MRYGY15B000F028,0,0,female,2015,MN,NA
MRYGY15B000F029,0,0,female,2015,MP,NA
MRYGY15B000F030,0,0,female,2015,DP,NA
MRYGY15B000F031,0,0,female,2015,MN,NA
MRYGY15B000F032,0,0,female,2015,MP,NA
MRYGY15B000F034,0,0,female,2015,DP,NA
MRYGY15B000F035,0,0,female,2015,DP,NA
MRYGY15B000F037,0,0,female,2015,MP,NA
MRYGY15B000F040,0,0,female,2015,MP,NA
MRYGY15B000F044,0,0,female,2015,MP,NA
MRYGY15B000F045,0,0,female,2015,MP,NA
MRYGY15B000F047,0,0,female,2015,MP,NA
MRYGY15B000F050,0,0,female,2015,MP,NA
MRYGY15B000F052,0,0,female,2015,BD,NA
MRYGY15B000F053,0,0,female,2015,MP,NA
MRYGY15B000F054,0,0,female,2015,DP,NA
MRYGY15B000F055,0,0,female,2015,MP,NA
MRYGY15B000F057,0,0,female,2015,MP,NA
MRYGY15B000F058,0,0,female,2015,BD,NA
MRYGY15B000F059,0,0,female,2015,MP,NA
MRYGY15B000F060,0,0,female,2015,DP,NA
MRYGY15B000F061,0,0,female,2015,DP,NA
MRYGY15B000F064,0,0,female,2015,BD,NA
MRYGY15B000F066,0,0,female,2015,MP,NA
MRYGY15B000F069,0,0,female,2015,DP,NA
MRYGY15B000F071,0,0,female,2015,MP,NA
MRYGY15B000F072,0,0,female,2015,DP,NA
MRYGY15B000F073,0,0,female,2015,MP,NA
MRYGY15B000F075,0,0,female,2015,MP,NA
MRYGY15B000F076,0,0,female,2015,MN,NA
MRYGY15B000M001,0,0,male,2015,MN,NA
MRYGY15B000M003,0,0,male,2015,MN,NA
MRYGY15B000M004,0,0,male,2015,MN,NA
MRYGY15B000M005,0,0,male,2015,MN,NA
MRYGY15B000M007,0,0,male,2015,MP,NA
MRYGY15B000M008,0,0,male,2015,MP,NA
MRYGY15B000M009,0,0,male,2015,MP,NA
MRYGY15B000M010,0,0,male,2015,MP,NA
MRYGY15B000M012,0,0,male,2015,MP,NA
MRYGY15B000M013,0,0,male,2015,MP,NA
MRYGY15B000M016,0,0,male,2015,MP,NA
MRYGY15B000M017,0,0,male,2015,MP,NA
MRYGY15B000M018,0,0,male,2015,MP,NA
MRYGY15B000M020,0,0,male,2015,MP,NA
MRYGY15B000M022,0,0,male,2015,BD,NA
MRYGY15B000M023,0,0,male,2015,BD,NA
MRYGY15B000M024,0,0,male,2015,BD,NA
MRYGY15B000M025,0,0,male,2015,MP,NA
MRYGY15B000M027,0,0,male,2015,MP,NA
MRYGY15B000M028,0,0,male,2015,MN,NA
MRYGY15B000M033,0,0,male,2015,BD,NA
MRYGY15B000M034,0,0,male,2015,DP,NA
MRYGY15B000M036,0,0,male,2015,DP,NA
MRYGY15B000M038,0,0,male,2015,DP,NA
MRYGY15B000M040,0,0,male,2015,MP,NA
MRYGY15B000M041,0,0,male,2015,MP,NA
MRYGY15B000M042,0,0,male,2015,MP,NA
MRYGY15B000M043,0,0,male,2015,MP,NA
MRYGY15B000M044,0,0,male,2015,MP,NA
MRYGY15B000M046,0,0,male,2015,MP,NA
MRYGY15B000M047,0,0,male,2015,MP,NA
MRYGY15B000M048,0,0,male,2015,MP,NA
MRYGY15B000M049,0,0,male,2015,MP,NA
MRYGY15B000M051,0,0,male,2015,MP,NA
MRYGY15B000M052,0,0,male,2015,BD,NA
MRYGY15B000M055,0,0,male,2015,BD,NA
MRTZD16B000F001,0,0,female,2016,T2,NA
MRTZD16B000F004,0,0,female,2016,T2,NA
MRTZD16B000F005,0,0,female,2016,T2,NA
MRTZD16B000F008,0,0,female,2016,T2,NA
MRTZD16B000F009,0,0,female,2016,T2,NA
MRTZD16B000M001,0,0,male,2016,T2,NA
MRTZD16B000M004,0,0,male,2016,T2,NA
MRTZD16B000M005,0,0,male,2016,T2,NA
MRTZD16B000M008,0,0,male,2016,T2,NA
MRTZD16B000M009,0,0,male,2016,T2,NA
MRTZD16G000F001,MRTZD15B000M003,MRTZD15B000F003,female,2016,unknown,NA
MRTZD16G000F006,MRTZD15B000M001,MRTZD15B000F001,female,2016,unknown,NA
MRTZD16G000F011,MRTZD15B000M002,MRTZD15B000F002,female,2016,unknown,NA
MRTZD16G000F021,MRTZD15B000M006,MRTZD15B000F006,female,2016,unknown,NA
MRTZD16G000F022,MRTZD15B000M006,MRTZD15B000F006,female,2016,unknown,NA
MRTZD16G000F026,MRTZD15B000M010,MRTZD15B000F010,female,2016,unknown,NA
MRTZD16G000F031,MRTZD15B000M005,MRTZD15B000F005,female,2016,unknown,NA
MRTZD16G000F047,MRTZD15B000M008,MRTZD15B000F008,female,2016,unknown,NA
MRTZD16G000F062,MRTZD15B000M002,MRTZD15B000F002,female,2016,unknown,NA
MRTZD16G000F071,MRTZD15B000M006,MRTZD15B000F006,female,2016,unknown,NA
MRTZD16G000F076,MRTZD15B000M005,MRTZD15B000F005,female,2016,unknown,NA
MRTZD16G000M001,MRTZD15B000M003,MRTZD15B000F003,male,2016,unknown,NA
MRTZD16G000M006,MRTZD15B000M001,MRTZD15B000F001,male,2016,unknown,NA
MRTZD16G000M022,MRTZD15B000M006,MRTZD15B000F006,male,2016,unknown,NA
MRTZD16G000M032,MRTZD15B000M005,MRTZD15B000F005,male,2016,unknown,NA
MRTZD16G000M041,MRTZD15B000M004,MRTZD15B000F004,male,2016,unknown,NA
MRTZD16G000M062,MRTZD15B000M007,MRTZD15B000F007,male,2016,unknown,NA
MRTZD16G000M071,MRTZD15B000M005,MRTZD15B000F005,male,2016,unknown,NA
MRTZD16G000M076,MRTZD15B000M006,MRTZD15B000F006,male,2016,unknown,NA
MRYGY16G000A012,MRYGY15B000M042,MRYGY15B000F003,male,2016,unknown,NA
MRYGY16G000A072,MRYGY15B000M003,MRYGY15B000F054,male,2016,unknown,NA
MRYGY16G000A203,MRYGY15B000M017,MRYGY15B000F005,male,2016,unknown,NA
MRYGY16G000A254,MRYGY15B000M020,MRYGY15B000F035,male,2016,unknown,NA
MRYGY16G000A275,MRYGY15B000M010,MRYGY15B000F059,male,2016,unknown,NA
MRYGY16G000A300,MRYGY15B000M033,MRYGY15B000F034,male,2016,unknown,NA
MRYGY16G000A316,MRYGY15B000M010,MRYGY15B000F059,male,2016,unknown,NA
MRYGY16G000A343,MRYGY15B000M036,MRYGY15B000F071,male,2016,unknown,NA
MRYGY16G000A411,MRYGY15B000M046,MRYGY15B000F023,male,2016,unknown,NA
MRYGY16G000A414,MRYGY15B000M004,MRYGY15B000F020,male,2016,unknown,NA
MRYGY16G000A429,MRYGY15B000M009,MRYGY15B000F006,male,2016,unknown,NA
MRYGY16G000A505,MRYGY15B000M048,MRYGY15B000F009,male,2016,unknown,NA
MRYGY16G000A674,MRYGY15B000M013,MRYGY15B000F019,male,2016,unknown,NA
MRYGY16G000A694,MRYGY15B000M027,MRYGY15B000F050,male,2016,unknown,NA
MRYGY16G000A753,MRYGY15B000M018,MRYGY15B000F069,male,2016,unknown,NA
MRYGY16G000A765,MRYGY15B000M022,MRYGY15B000F030,male,2016,unknown,NA
MRYGY16G000A783,MRYGY15B000M018,MRYGY15B000F069,male,2016,unknown,NA
MRYGY16G000A805,MRYGY15B000M028,MRYGY15B000F073,male,2016,unknown,NA
MRYGY16G000A835,MRYGY15B000M042,MRYGY15B000F003,male,2016,unknown,NA
MRYGY16G000B080,MRYGY15B000M017,MRYGY15B000F005,female,2016,unknown,NA
MRYGY16G000B101,MRYGY15B000M020,MRYGY15B000F035,female,2016,unknown,NA
MRYGY16G000B166,MRYGY15B000M023,MRYGY15B000F060,female,2016,unknown,NA
MRYGY16G000B231,MRYGY15B000M016,MRYGY15B000F029,female,2016,unknown,NA
MRYGY16G000B238,MRYGY15B000M033,MRYGY15B000F034,female,2016,unknown,NA
MRYGY16G000B274,MRYGY15B000M005,MRYGY15B000F026,female,2016,unknown,NA
MRYGY16G000B293,MRYGY15B000M042,MRYGY15B000F003,female,2016,unknown,NA
MRYGY16G000B470,MRYGY15B000M016,MRYGY15B000F029,female,2016,unknown,NA
MRYGY16G000B555,MRYGY15B000M051,MRYGY15B000F075,female,2016,unknown,NA
MRYGY16G000B679,MRYGY15B000M033,MRYGY15B000F001,female,2016,unknown,NA
MRYGY16G000B760,MRYGY15B000M040,MRYGY15B000F052,female,2016,unknown,NA
MRYGY16G000B783,MRYGY15B000M007,MRYGY15B000F028,female,2016,unknown,NA
MRYGY16G000C274,MRYGY15B000M047,MRYGY15B000F066,male,2016,unknown,NA
MRYGY16G000C364,MRYGY15B000M027,MRYGY15B000F050,male,2016,unknown,NA
MRYGY16G000C431,MRYGY15B000M023,MRYGY15B000F060,male,2016,unknown,NA
MRYGY16G000C514,MRYGY15B000M027,MRYGY15B000F050,male,2016,unknown,NA
MRYGY16G000C612,MRYGY15B000M017,MRYGY15B000F005,male,2016,unknown,NA
MRYGY16G000C703,MRYGY15B000M017,MRYGY15B000F005,male,2016,unknown,NA
MRYGY16G000C746,MRYGY15B000M036,MRYGY15B000F071,male,2016,unknown,NA
MRYGY16G000C751,MRYGY15B000M041,MRYGY15B000F064,male,2016,unknown,NA
MRYGY16G000C842,MRYGY15B000M047,MRYGY15B000F066,male,2016,unknown,NA
MRYGY16G000C849,MRYGY15B000M018,MRYGY15B000F069,male,2016,unknown,NA
MRYGY16G000C863,MRYGY15B000M048,MRYGY15B000F040,male,2016,unknown,NA
MRYGY16G000D008,MRYGY15B000M033,MRYGY15B000F034,female,2016,unknown,NA
MRYGY16G000D015,MRYGY15B000M025,MRYGY15B000F055,female,2016,unknown,NA
MRYGY16G000D022,MRYGY15B000M004,MRYGY15B000F016,female,2016,unknown,NA
MRYGY16G000D110,MRYGY15B000M049,MRYGY15B000F037,female,2016,unknown,NA
MRYGY16G000D112,MRYGY15B000M010,MRYGY15B000F059,female,2016,unknown,NA
MRYGY16G000D149,MRYGY15B000M023,MRYGY15B000F060,female,2016,unknown,NA
MRYGY16G000D296,MRYGY15B000M008,MRYGY15B000F076,female,2016,unknown,NA
MRYGY16G000D442,MRYGY15B000M010,MRYGY15B000F044,female,2016,unknown,NA
MRYGY16G000D514,MRYGY15B000M038,MRYGY15B000F058,female,2016,unknown,NA
MRYGY16G000D558,MRYGY15B000M043,MRYGY15B000F032,female,2016,unknown,NA
MRYGY16G000D664,MRYGY15B000M001,MRYGY15B000F013,female,2016,unknown,NA
MRYGY16G000D751,MRYGY15B000M049,MRYGY15B000F037,female,2016,unknown,NA
MRYGY16G000E364,MRYGY15B000M044,MRYGY15B000F017,female,2016,unknown,NA
MRYGY16G000E500,MRYGY15B000M033,MRYGY15B000F001,female,2016,unknown,NA
MRYGY16G000E511,MRYGY15B000M034,MRYGY15B000F057,female,2016,unknown,NA
MRYGY16G000E671,MRYGY15B000M022,MRYGY15B000F011,female,2016,unknown,NA
MRYGY16G000E734,MRYGY15B000M001,MRYGY15B000F013,female,2016,unknown,NA
MRYGY16G000E766,MRYGY15B000M055,MRYGY15B000F045,female,2016,unknown,NA
MRYGY16G000E870,MRYGY15B000M042,MRYGY15B000F003,female,2016,unknown,NA
MRYGY16G000F038,MRYGY15B000M052,MRYGY15B000F004,male,2016,unknown,NA
MRYGY16G000F063,MRYGY15B000M036,MRYGY15B000F071,male,2016,unknown,NA
MRYGY16G000F075,MRYGY15B000M046,MRYGY15B000F023,male,2016,unknown,NA
MRYGY16G000F132,MRYGY15B000M044,MRYGY15B000F017,male,2016,unknown,NA
MRYGY16G000F176,MRYGY15B000M024,MRYGY15B000F061,male,2016,unknown,NA
MRYGY16G000F297,MRYGY15B000M016,MRYGY15B000F029,male,2016,unknown,NA
MRYGY16G000F302,MRYGY15B000M033,MRYGY15B000F001,male,2016,unknown,NA
MRYGY16G000F324,MRYGY15B000M036,MRYGY15B000F071,male,2016,unknown,NA
MRYGY16G000F381,MRYGY15B000M007,MRYGY15B000F031,female,2016,unknown,NA
MRYGY16G000F424,MRYGY15B000M046,MRYGY15B000F023,female,2016,unknown,NA
MRYGY16G000F439,MRYGY15B000M022,MRYGY15B000F030,female,2016,unknown,NA
MRYGY16G000F455,MRYGY15B000M041,MRYGY15B000F064,female,2016,unknown,NA
MRYGY16G000F485,MRYGY15B000M043,MRYGY15B000F032,female,2016,unknown,NA
MRYGY16G000F490,MRYGY15B000M023,MRYGY15B000F072,female,2016,unknown,NA
MRYGY16G000F584,MRYGY15B000M012,MRYGY15B000F053,female,2016,unknown,NA
MRYGY16G000F623,MRYGY15B000M022,MRYGY15B000F030,female,2016,unknown,NA
MRYGY16G000F651,MRYGY15B000M051,MRYGY15B000F075,female,2016,unknown,NA
MRYGY16G000F694,MRYGY15B000M034,MRYGY15B000F057,female,2016,unknown,NA
MRYGY16G000F703,MRYGY15B000M027,MRYGY15B000F047,male,2016,unknown,NA
MRYGY17G000B158,MRTZD16B000M009,MRTZD16B000F009,female,2017,unknown,NA
MRYGY17G000B692,MRTZD16B000M009,MRTZD16B000F009,female,2017,unknown,NA
MRYGY17G000D076,MRTZD16B000M008,MRTZD16B000F008,male,2017,unknown,NA
MRYGY17G000E057,MRTZD16B000M004,MRTZD16B000F004,female,2017,unknown,NA
MRYGY17G000E832,MRTZD16B000M004,MRTZD16B000F004,female,2017,unknown,NA
MRYGY17G000F140,MRTZD16B000M009,MRTZD16B000F009,male,2017,unknown,NA
MRYGY17G000F144,MRTZD16B000M005,MRTZD16B000F005,male,2017,unknown,NA
MRYGY17G000F167,MRTZD16B000M001,MRTZD16B000F001,male,2017,unknown,NA
MRYGY17G010A067,MRYGY16G000A694,MRTZD16G000F047,male,2017,unknown,NA
MRYGY17G010A103,MRYGY16G000F075,MRYGY16G000D296,male,2017,unknown,NA
MRYGY17G010A108,MRYGY16G000A275,MRTZD16G000F001,male,2017,unknown,NA
MRYGY17G010A131,MRYGY16G000F703,MRYGY16G000F694,male,2017,unknown,NA
MRYGY17G010A151,MRYGY16G000A343,MRTZD16G000F026,male,2017,unknown,NA
MRYGY17G010A153,MRTZD16G000M076,MRTZD16G000F076,male,2017,unknown,NA
MRYGY17G010A170,MRYGY16G000A674,MRYGY16G000F424,male,2017,unknown,NA
MRYGY17G010A208,MRYGY16G000C364,MRYGY16G000D751,male,2017,unknown,NA
MRYGY17G010A333,MRYGY16G000C746,MRYGY16G000F651,male,2017,unknown,NA
MRYGY17G010A726,MRTZD16G000M006,MRYGY16G000B080,male,2017,unknown,NA
MRYGY17G010A751,MRTZD16G000M041,MRYGY16G000B231,male,2017,unknown,NA
MRYGY17G010A766,MRTZD16G000M006,MRYGY16G000B080,male,2017,unknown,NA
MRYGY17G010A768,MRYGY16G000A783,MRYGY16G000D558,male,2017,unknown,NA
MRYGY17G010A801,MRYGY16G000C612,MRYGY16G000F455,male,2017,unknown,NA
MRYGY17G010B053,MRYGY16G000F302,MRYGY16G000B760,female,2017,unknown,NA
MRYGY17G010B055,MRYGY16G000A429,MRYGY16G000B101,female,2017,unknown,NA
MRYGY17G010B057,MRYGY16G000C703,MRYGY16G000D008,female,2017,unknown,NA
MRYGY17G010B089,MRYGY16G000F324,MRYGY16G000D442,female,2017,unknown,NA
MRYGY17G010B090,MRYGY16G000A753,MRYGY16G000E766,female,2017,unknown,NA
MRYGY17G010B114,MRYGY16G000A835,MRYGY16G000E500,female,2017,unknown,NA
MRYGY17G010B129,MRYGY16G000C612,MRYGY16G000B679,female,2017,unknown,NA
MRYGY17G010B131,MRYGY16G000A765,MRYGY16G000D514,female,2017,unknown,NA
MRYGY17G010B161,MRTZD16G000M076,MRTZD16G000F076,female,2017,unknown,NA
MRYGY17G010B257,MRYGY16G000A254,MRYGY16G000D022,female,2017,unknown,NA
MRYGY17G010B265,MRTZD16G000M001,MRYGY16G000D112,female,2017,unknown,NA
MRYGY17G010B270,MRYGY16G000A694,MRTZD16G000F047,female,2017,unknown,NA
MRYGY17G010B288,MRYGY16G000C751,MRYGY16G000B166,female,2017,unknown,NA
MRYGY17G010B303,MRTZD16G000M076,MRTZD16G000F076,female,2017,unknown,NA
MRYGY17G010B314,MRTZD16G000M062,MRTZD16G000F062,female,2017,unknown,NA
MRYGY17G010B418,MRYGY16G000A414,MRYGY16G000D015,female,2017,unknown,NA
MRYGY17G010B421,MRYGY16G000C751,MRYGY16G000B166,female,2017,unknown,NA
MRYGY17G010B425,MRYGY16G000C751,MRYGY16G000B166,female,2017,unknown,NA
MRYGY17G010B470,MRYGY16G000A275,MRTZD16G000F001,female,2017,unknown,NA
MRYGY17G010B486,MRYGY16G000A414,MRYGY16G000D015,female,2017,unknown,NA
MRYGY17G010B559,MRYGY16G000A343,MRTZD16G000F026,female,2017,unknown,NA
MRYGY17G010B560,MRYGY16G000F038,MRYGY16G000F381,female,2017,unknown,NA
MRYGY17G010B561,MRYGY16G000F302,MRYGY16G000B783,female,2017,unknown,NA
MRYGY17G010B621,MRYGY16G000A414,MRYGY16G000D015,female,2017,unknown,NA
MRYGY17G010B726,MRYGY16G000F297,MRYGY16G000E364,female,2017,unknown,NA
MRYGY17G010B734,MRYGY16G000C431,MRYGY16G000F584,female,2017,unknown,NA
MRYGY17G010B755,MRYGY16G000F063,MRYGY16G000F490,female,2017,unknown,NA
MRYGY17G010B766,MRYGY16G000C746,MRYGY16G000F651,female,2017,unknown,NA
MRYGY17G010B814,MRYGY16G000C612,MRYGY16G000F455,female,2017,unknown,NA
MRYGY17G010C348,MRTZD16G000M076,MRTZD16G000F076,female,2017,unknown,NA
MRYGY17G010C407,MRYGY16G000C274,MRYGY16G000B555,female,2017,unknown,NA
MRYGY17G010C416,MRYGY16G000A254,MRYGY16G000D022,female,2017,unknown,NA
MRYGY17G010C417,MRYGY16G000A343,MRTZD16G000F026,female,2017,unknown,NA
MRYGY17G010D045,MRYGY16G000C274,MRYGY16G000B555,male,2017,unknown,NA
MRYGY17G010D223,MRYGY16G000F176,MRYGY16G000D664,male,2017,unknown,NA
MRYGY17G010D240,MRYGY16G000F703,MRYGY16G000F694,male,2017,unknown,NA
MRYGY17G010D245,MRYGY16G000F132,MRYGY16G000D149,male,2017,unknown,NA
MRYGY17G010D250,MRYGY16G000C842,MRYGY16G000E671,male,2017,unknown,NA
MRYGY17G010D254,MRYGY16G000C364,MRYGY16G000D751,male,2017,unknown,NA
MRYGY17G010D260,MRYGY16G000F302,MRYGY16G000B783,male,2017,unknown,NA
MRYGY17G010D307,MRTZD16G000M032,MRYGY16G000B293,male,2017,unknown,NA
MRYGY17G010D343,MRYGY16G000C612,MRYGY16G000F455,male,2017,unknown,NA
MRYGY17G010D344,MRTZD16G000M032,MRYGY16G000B293,male,2017,unknown,NA
MRYGY17G010D358,MRTZD16G000M076,MRTZD16G000F076,male,2017,unknown,NA
MRYGY17G010D372,MRYGY16G000A275,MRTZD16G000F001,male,2017,unknown,NA
MRYGY17G010D385,MRYGY16G000A254,MRYGY16G000D022,male,2017,unknown,NA
MRYGY17G010D528,MRYGY16G000F063,MRYGY16G000F490,male,2017,unknown,NA
MRYGY17G010D601,MRYGY16G000C514,MRYGY16G000E734,male,2017,unknown,NA
MRYGY17G010D613,MRYGY16G000C514,MRYGY16G000E734,male,2017,unknown,NA
MRYGY17G010D620,MRYGY16G000A835,MRYGY16G000E500,male,2017,unknown,NA
MRYGY17G010D695,MRYGY16G000A505,MRYGY16G000E870,male,2017,unknown,NA
MRYGY17G010E027,MRYGY16G000A343,MRTZD16G000F026,female,2017,unknown,NA
MRYGY17G010E038,MRTZD16G000M041,MRYGY16G000B231,female,2017,unknown,NA
MRYGY17G010E134,MRYGY16G000C703,MRYGY16G000D008,female,2017,unknown,NA
MRYGY17G010E241,MRYGY16G000C746,MRYGY16G000F651,female,2017,unknown,NA
MRYGY17G010E263,MRYGY16G000A300,MRTZD16G000F022,female,2017,unknown,NA
MRYGY17G010E309,MRYGY16G000A414,MRYGY16G000F623,female,2017,unknown,NA
MRYGY17G010E346,MRYGY16G000A072,MRYGY16G000B470,female,2017,unknown,NA
MRYGY17G010E348,MRYGY16G000A505,MRYGY16G000E870,female,2017,unknown,NA
MRYGY17G010E353,MRTZD16G000M001,MRYGY16G000D112,female,2017,unknown,NA
MRYGY17G010E373,MRTZD16G000M022,MRYGY16G000B238,female,2017,unknown,NA
MRYGY17G010E383,MRYGY16G000C703,MRYGY16G000D008,female,2017,unknown,NA
MRYGY17G010E389,MRYGY16G000A275,MRTZD16G000F001,female,2017,unknown,NA
MRYGY17G010E532,MRYGY16G000F324,MRYGY16G000D442,female,2017,unknown,NA
MRYGY17G010E595,MRYGY16G000A316,MRYGY16G000F439,female,2017,unknown,NA
MRYGY17G010E617,MRYGY16G000A012,MRTZD16G000F031,female,2017,unknown,NA
MRYGY17G010E628,MRYGY16G000C746,MRYGY16G000F651,female,2017,unknown,NA
MRYGY17G010E647,MRYGY16G000C863,MRYGY16G000B274,female,2017,unknown,NA
MRYGY17G010E665,MRYGY16G000A275,MRTZD16G000F001,female,2017,unknown,NA
MRYGY17G010E672,MRYGY16G000A012,MRTZD16G000F031,female,2017,unknown,NA
MRYGY17G010E811,MRYGY16G000A072,MRYGY16G000B470,female,2017,unknown,NA
MRYGY17G010F014,MRYGY16G000A835,MRYGY16G000E500,male,2017,unknown,NA
MRYGY17G010F022,MRYGY16G000C849,MRTZD16G000F011,male,2017,unknown,NA
MRYGY17G010F133,MRTZD16G000M071,MRTZD16G000F071,male,2017,unknown,NA
MRYGY17G010F184,MRYGY16G000A012,MRTZD16G000F031,male,2017,unknown,NA
MRYGY17G010F216,MRYGY16G000A805,MRYGY16G000F485,male,2017,unknown,NA
MRYGY17G010F250,MRYGY16G000A300,MRTZD16G000F021,male,2017,unknown,NA
MRYGY17G010F254,MRYGY16G000C612,MRYGY16G000B679,male,2017,unknown,NA
MRYGY17G010F270,MRYGY16G000C612,MRYGY16G000B679,male,2017,unknown,NA
MRYGY17G010F305,MRYGY16G000A505,MRYGY16G000E870,male,2017,unknown,NA
MRYGY17G010F319,MRYGY16G000A765,MRYGY16G000D110,male,2017,unknown,NA
MRYGY17G010F326,MRYGY16G000F703,MRYGY16G000F694,male,2017,unknown,NA
MRYGY17G010F425,MRYGY16G000A203,MRTZD16G000F006,male,2017,unknown,NA
MRYGY17G010F572,MRYGY16G000A505,MRYGY16G000E870,female,2017,unknown,NA
MRYGY17G010F693,MRYGY16G000A411,MRYGY16G000E511,female,2017,unknown,NA
MRYGY17G010F774,MRYGY16G000C746,MRYGY16G000F651,female,2017,unknown,NA
MRYGY17G010F786,MRYGY16G000C842,MRYGY16G000E671,female,2017,unknown,NA
MRYGY17G010F788,MRTZD16G000M006,MRYGY16G000B080,female,2017,unknown,NA
MRYGY17G010F888,MRYGY16G000A414,MRYGY16G000F623,female,2017,unknown,NA
MRYGY18G020A114,MRYGY17G010F022,MRYGY17G010B734,male,2018,unknown,NA
MRYGY18G020A142,MRYGY17G010A801,MRYGY17G010E617,male,2018,unknown,NA
MRYGY18G020A227,MRYGY17G010F216,MRYGY17G010E383,male,2018,unknown,NA
MRYGY18G020A306,MRYGY17G010A333,MRYGY17G010C407,male,2018,unknown,NA
MRYGY18G020A343,MRYGY17G010F022,MRYGY17G010E672,male,2018,unknown,NA
MRYGY18G020A361,MRYGY17G010D245,MRYGY17G010F693,male,2018,unknown,NA
MRYGY18G020A384,MRYGY17G010A151,MRYGY17G010B560,male,2018,unknown,NA
MRYGY18G020A449,MRYGY17G010A208,MRYGY17G010F786,male,2018,unknown,NA
MRYGY18G020A534,MRYGY17G010A801,MRYGY17G010B561,male,2018,unknown,NA
MRYGY18G020A562,MRYGY17G010F133,MRYGY17G000E832,male,2018,unknown,NA
MRYGY18G020A578,MRYGY17G010D307,MRYGY17G010B421,male,2018,unknown,NA
MRYGY18G020A783,MRYGY17G010F326,MRYGY17G010B470,male,2018,unknown,NA
MRYGY18G020A844,MRYGY17G010D045,MRYGY17G010E647,male,2018,unknown,NA
MRYGY18G020B022,MRYGY17G010D307,MRYGY17G010E532,female,2018,unknown,NA
MRYGY18G020B025,MRYGY17G010F022,MRYGY17G010E672,female,2018,unknown,NA
MRYGY18G020B075,MRYGY17G010F022,MRYGY17G010E672,female,2018,unknown,NA
MRYGY18G020B116,MRYGY17G010D385,MRYGY17G010B114,female,2018,unknown,NA
MRYGY18G020B132,MRYGY17G010F014,MRYGY17G010B418,female,2018,unknown,NA
MRYGY18G020B196,MRYGY17G010D372,MRYGY17G010B089,female,2018,unknown,NA
MRYGY18G020B252,MRYGY17G010A333,MRYGY17G010B053,female,2018,unknown,NA
MRYGY18G020B322,MRYGY17G010D344,MRYGY17G010B055,female,2018,unknown,NA
MRYGY18G020B380,MRYGY17G000F140,MRYGY17G010B161,female,2018,unknown,NA
MRYGY18G020B396,MRYGY17G010A726,MRYGY17G010E811,female,2018,unknown,NA
MRYGY18G020B546,MRYGY17G010F184,MRYGY17G010F774,female,2018,unknown,NA
MRYGY18G020B547,MRYGY17G010F216,MRYGY17G010E383,female,2018,unknown,NA
MRYGY18G020B618,MRYGY17G010D307,MRYGY17G010E532,female,2018,unknown,NA
MRYGY18G020B716,MRYGY17G010F270,MRYGY17G010C348,female,2018,unknown,NA
MRYGY18G020B826,MRYGY17G010D343,MRYGY17G010C416,female,2018,unknown,NA
MRYGY18G020B831,MRYGY17G010F270,MRYGY17G010B303,female,2018,unknown,NA
MRYGY18G020C126,MRYGY17G010D620,MRYGY17G000B158,female,2018,unknown,NA
MRYGY18G020C209,MRYGY17G010A108,MRYGY17G010B814,female,2018,unknown,NA
MRYGY18G020C287,MRYGY17G010D307,MRYGY17G010B421,female,2018,unknown,NA
MRYGY18G020C295,MRYGY17G010F425,MRYGY17G010B288,female,2018,unknown,NA
MRYGY18G020C330,MRYGY17G010A067,MRYGY17G010E346,female,2018,unknown,NA
MRYGY18G020C461,MRYGY17G010A208,MRYGY17G010F786,female,2018,unknown,NA
MRYGY18G020C486,MRYGY17G010F133,MRYGY17G000E832,female,2018,unknown,NA
MRYGY18G020C487,MRYGY17G010D307,MRYGY17G010B421,female,2018,unknown,NA
MRYGY18G020C523,MRYGY17G010F022,MRYGY17G010E672,female,2018,unknown,NA
